107584,14,3908,0,50
318331,9,0,0,40
44774,13,0,0,40
252406,9,0,0,40
460835,9,0,0,45
72896,9,0,0,40
41419,4,0,0,20
325374,10,0,0,40
132986,9,0,0,40
213115,9,0,0,40
204447,10,0,0,40
373367,7,0,0,40
265275,10,0,0,40
378251,9,0,0,38
97847,13,0,0,50
30244,12,15024,0,40
311795,8,0,0,20
102583,9,0,0,30
170217,9,0,0,45
205440,6,0,0,40
98588,9,0,0,40
22978,14,0,0,50
168232,9,0,1887,45
27939,10,0,0,24
175406,14,0,0,30
367749,2,0,0,40
173090,14,0,0,45
163998,12,0,0,50
209900,13,0,0,40
186269,13,0,0,40
155475,9,0,0,40
152035,9,0,0,40
111567,5,0,0,43
355728,9,0,0,40
134509,10,0,0,40
56582,10,0,0,10
159549,13,0,0,40
185097,9,0,0,37
195516,4,0,0,40
140764,9,0,0,45
189461,9,0,0,60
141698,9,0,0,40
133403,10,0,0,55
267138,10,0,0,40
123430,7,0,0,65
160120,13,0,0,45
245317,9,0,0,50
114691,13,0,0,60
111545,9,0,0,70
234885,9,0,0,40
106900,13,0,0,60
167725,9,0,0,40
194360,9,0,1887,40
323790,9,0,0,55
204653,10,0,0,40
198452,9,0,0,40
237608,13,0,2444,45
29702,13,0,0,45
55294,10,0,0,40
556652,9,0,0,40
57413,10,0,0,15
89625,10,0,0,5
128736,13,0,0,40
212894,10,0,0,40
205337,13,0,0,50
242700,10,10520,0,50
222142,9,0,0,40
430554,10,0,0,50
169785,10,0,0,50
120029,10,0,0,20
245090,5,0,0,40
28367,9,0,0,55
238959,10,0,0,45
27049,10,0,0,20
167886,10,0,0,40
131288,12,5178,0,48
138907,9,0,0,40
93272,9,0,0,40
213799,6,0,0,40
227669,10,0,0,40
240747,9,0,0,40
324601,2,0,0,40
125892,13,0,0,40
215476,9,0,0,30
175942,10,0,0,50
175537,10,0,0,38
185027,13,0,0,40
480717,13,0,0,38
217077,9,0,0,50
91525,9,0,0,25
131808,11,0,0,40
367314,9,0,0,40
93930,9,0,0,40
146603,15,0,0,40
112403,9,2354,0,40
38611,7,0,0,23
167987,9,0,0,40
203263,8,0,0,35
22201,13,7298,0,40
199551,7,0,0,40
175800,9,0,0,55
298601,5,3781,0,40
27162,10,0,0,16
119199,13,0,0,44
326083,11,0,0,40
200949,6,0,0,38
128016,9,0,0,40
185397,12,0,0,40
146538,9,0,0,40
393360,10,0,0,30
162312,9,0,0,40
210438,4,0,0,40
234213,9,14344,0,48
339482,3,0,0,60
275625,13,0,0,60
101825,14,0,1977,40
286967,9,0,0,45
159048,9,0,0,40
190179,13,99999,0,40
182677,9,0,0,40
112840,10,0,0,50
247019,9,0,0,40
28334,14,0,0,40
403788,9,0,0,40
289405,7,0,0,12
57711,14,0,0,35
56482,10,7688,0,50
375313,9,0,0,40
95929,5,0,0,40
194004,7,0,0,25
104329,7,0,0,40
123964,10,4386,0,50
191357,13,0,0,40
226288,13,0,0,40
225165,9,0,0,40
97933,10,0,0,40
155976,9,0,0,40
278130,12,0,0,40
374883,11,0,0,50
154571,11,0,0,50
248445,9,0,0,60
258298,13,0,2231,40
438139,9,0,0,50
200819,8,0,0,40
43479,10,0,0,40
132078,13,0,0,40
426263,14,0,0,40
45599,9,0,0,40
132393,9,0,0,40
182273,10,0,0,40
187581,11,0,0,40
425622,9,0,0,55
42924,10,0,0,50
152629,9,0,0,40
240323,10,0,0,40
167832,6,0,0,40
173314,11,0,0,60
361875,10,0,0,50
456618,10,2597,0,40
191175,3,0,2179,50
50879,6,0,0,6
24008,9,0,0,40
202872,12,0,0,45
195161,14,20051,0,60
242994,10,0,0,52
215310,7,0,0,40
177211,13,0,0,40
245361,13,0,0,25
173051,10,0,0,45
141301,9,0,0,40
70720,14,27828,0,60
158412,9,0,0,40
953588,9,0,0,40
133060,12,0,0,40
135293,13,1506,0,45
131776,13,914,0,40
211128,14,0,0,50
454941,9,0,0,40
61956,10,0,0,50
398473,10,0,0,70
38819,13,0,0,50
155913,13,0,0,44
185027,12,0,1887,40
112512,9,0,0,40
224854,9,0,0,40
241962,9,0,0,40
409230,9,0,0,40
174824,9,8614,0,40
236940,9,0,0,40
140459,7,0,0,25
115360,6,3464,0,40
106169,14,0,0,50
35305,13,0,0,57
172050,7,0,0,16
51744,9,0,2206,40
203488,9,0,0,50
231961,16,0,0,50
391121,4,0,0,30
191529,13,0,0,40
120590,9,0,0,45
277700,1,0,0,32
111224,13,0,0,39
77253,9,0,0,17
314007,9,0,0,40
163229,4,0,0,40
35092,16,0,0,40
123291,8,0,0,40
170924,10,0,0,7
298400,13,4787,0,48
302847,9,0,0,35
247294,9,0,0,30
180539,9,0,0,10
97842,10,0,0,40
214303,13,0,0,50
373432,13,7298,0,55
232914,13,0,0,38
244803,9,0,0,40
160261,10,0,0,40
199381,14,15024,0,37
276247,10,0,0,40
224566,11,0,0,50
151790,10,0,0,30
50178,9,0,0,40
402397,14,0,1902,60
252752,14,13550,0,60
180446,6,0,0,40
82388,9,10566,0,40
19847,10,0,0,40
36251,6,0,0,15
25837,9,0,0,25
117346,10,0,0,48
53878,9,0,0,40
250832,6,0,0,40
120461,13,0,0,40
207513,9,0,0,48
154981,13,0,1902,50
206066,10,0,0,40
77071,13,0,2339,35
472807,2,0,0,52
131991,13,0,0,72
94429,9,0,0,40
87205,13,0,0,55
254127,13,0,0,50
178241,9,0,0,40
130126,13,0,0,40
229418,9,0,0,40
55363,14,0,0,55
248445,9,0,0,40
263502,9,0,0,40
193144,9,0,0,36
217826,9,0,0,40
40623,10,0,0,40
163265,9,0,0,40
96635,9,0,0,60
71864,10,0,0,35
169652,7,0,0,12
126675,9,0,2205,40
175339,13,0,0,40
108435,14,0,0,80
220562,5,0,0,32
94610,14,0,0,30
76487,7,0,0,40
185027,10,0,0,40
889965,9,3137,0,30
65160,13,0,0,40
407669,4,0,0,35
197114,9,0,0,28
195447,13,0,0,45
150324,12,0,0,40
124191,14,0,0,40
403468,10,0,0,50
247731,9,0,0,40
276868,14,0,0,40
173780,10,0,0,30
38310,4,0,0,40
190541,9,0,0,40
204516,6,0,0,45
186410,15,0,0,60
216636,8,0,1651,40
227491,9,0,0,40
176140,9,0,0,40
141058,10,0,2339,50
172826,10,99999,0,55
304283,9,0,0,40
136450,12,0,0,35
56201,10,0,0,40
128092,9,0,0,32
38312,10,0,0,40
103345,11,0,0,40
73679,10,0,0,40
156089,10,0,0,40
175643,9,0,0,35
216984,9,0,0,40
213421,15,0,0,50
126204,10,0,0,40
321205,13,4101,0,35
209205,13,0,0,60
121966,9,0,0,40
326334,13,0,0,20
140830,9,0,0,40
136986,9,0,0,35
374524,13,0,0,40
266135,10,0,0,52
331482,15,0,1977,40
261278,10,0,0,30
164593,16,4787,0,40
249686,15,0,0,50
383518,10,99999,0,40
275244,9,0,0,35
502837,9,0,0,40
124111,9,0,0,38
122033,9,0,0,38
158284,9,0,0,70
51664,10,0,0,40
178780,12,0,0,45
138192,13,0,0,40
101618,9,0,0,50
93476,13,0,0,70
120781,16,0,0,40
206343,9,0,0,40
138917,13,0,0,35
90897,12,0,0,40
197332,13,0,0,40
226717,8,0,0,20
148182,9,0,0,40
156310,6,2414,0,12
37778,11,3103,0,55
228200,9,0,0,20
244372,9,0,0,52
297796,6,0,0,40
32312,13,0,0,60
173736,9,0,0,40
387335,10,0,1719,9
160962,10,0,0,35
179580,10,0,0,36
361888,12,0,0,40
295067,13,14084,0,45
200374,9,0,0,35
39014,8,0,0,40
183893,10,0,0,40
165630,9,0,1977,40
108496,10,2907,0,40
50103,10,0,0,40
65308,9,0,0,50
260082,8,0,0,40
320984,15,99999,0,65
272950,10,0,0,50
201328,9,0,0,50
160594,10,0,0,35
222615,14,0,0,60
291566,9,0,0,60
133420,10,5013,0,40
195372,7,0,0,20
245307,13,0,1977,48
317019,10,0,0,30
144778,13,0,0,55
129762,9,0,0,40
224202,10,0,0,50
164379,13,0,0,35
440129,10,0,0,38
232985,9,0,0,20
192360,13,0,0,35
55481,14,0,0,45
227359,10,0,0,40
56340,14,0,0,40
128460,6,0,0,40
163392,9,0,0,26
309124,9,0,0,40
149368,9,1151,0,30
217418,10,0,0,38
281422,12,0,0,45
221172,13,0,0,40
218184,3,0,0,40
270218,13,0,0,40
238415,9,0,0,40
229272,9,0,0,32
231263,9,0,0,40
72793,13,0,0,15
95691,9,0,0,30
144169,9,0,0,50
339324,9,0,0,96
167149,4,0,0,25
372967,6,0,0,70
229700,14,0,0,40
265576,9,0,0,50
181705,9,0,0,45
87510,9,0,0,40
133336,9,0,0,40
187370,13,0,1504,40
350995,8,0,0,16
95552,9,0,0,40
114288,9,0,0,40
115551,7,0,0,20
350387,13,0,0,40
129764,9,0,0,40
128354,13,0,0,25
210673,9,0,0,28
85902,6,0,0,40
242597,13,0,0,40
82540,5,0,0,70
117381,10,0,0,65
199011,9,0,0,40
83348,9,0,0,60
330715,10,0,0,40
230824,13,0,0,40
125421,9,0,0,40
389755,9,0,0,16
159123,13,0,0,60
124953,11,0,0,42
158291,9,0,0,50
159187,10,0,0,40
191364,12,0,0,40
162572,13,99999,0,40
64520,8,0,0,30
140644,16,0,0,45
92430,9,0,0,40
321959,10,0,0,40
335453,9,0,0,60
170336,9,0,0,19
444219,9,0,0,45
221745,10,0,0,40
132686,9,0,0,40
175071,10,15024,0,40
313853,13,0,0,45
181896,13,0,0,40
42069,9,2176,0,45
139907,6,0,0,50
377622,12,0,0,50
190228,9,0,0,40
305739,10,0,0,40
308709,13,0,0,48
53893,9,0,0,40
98361,10,0,0,40
210714,9,0,0,52
257735,5,0,0,40
363677,16,0,1977,30
196674,10,0,0,40
170214,9,0,2179,40
102147,11,0,0,40
199713,5,0,0,40
42734,9,0,0,40
209214,9,4386,0,35
101684,6,0,0,40
278900,9,0,0,40
379883,14,0,0,40
343061,4,4508,0,40
114971,10,0,0,40
469705,9,0,1980,40
115331,9,0,0,35
180899,14,0,1755,45
179488,10,0,0,40
197200,13,0,0,60
140219,14,8614,0,55
130724,10,0,0,25
342599,10,0,0,35
248402,13,0,0,40
296326,13,0,0,40
233571,10,0,0,4
190762,10,0,0,18
411950,13,0,0,60
238685,10,0,0,32
294064,14,0,0,50
25322,13,0,2339,40
82319,8,0,0,10
660870,13,0,0,60
112074,16,0,0,45
222835,13,0,0,30
199596,10,0,0,50
344157,7,0,0,40
188808,13,0,0,30
25955,7,0,0,40
218676,10,0,0,43
121836,10,0,0,40
288548,14,0,0,50
158615,10,0,0,40
87282,13,0,0,38
135296,11,0,0,40
27856,10,0,0,40
122272,10,0,0,20
372181,9,0,0,40
238311,9,0,0,36
144165,13,0,0,30
29582,7,0,0,40
90692,11,0,0,40
387770,10,0,0,15
279452,9,0,0,40
202125,9,0,0,40
169955,10,0,0,36
594187,14,0,0,45
190525,13,0,1848,60
33331,15,0,1977,70
194612,7,0,0,25
255582,9,0,0,40
280071,10,0,0,50
26898,9,0,0,12
78529,14,0,0,60
229773,10,0,0,35
355978,15,99999,0,35
169983,7,2176,0,30
214061,9,0,0,40
74305,13,0,0,40
104440,13,0,0,40
34632,8,0,0,40
204470,14,0,0,43
344920,10,0,0,50
431745,10,0,0,14
216414,14,0,1977,60
212114,10,0,0,8
171780,12,0,0,30
116662,13,0,0,40
220656,13,0,0,38
99646,9,0,0,50
182771,14,0,0,40
304779,4,0,0,40
187248,9,0,0,40
185127,11,0,0,40
241895,9,0,0,40
128796,12,0,0,40
327164,14,0,0,45
301743,9,0,0,35
198616,8,594,0,20
210541,13,0,0,30
257364,10,0,0,45
134886,9,0,0,40
175262,1,0,0,40
431515,11,0,0,40
40338,9,0,0,40
242893,7,0,0,35
60227,13,0,0,38
221915,10,0,0,50
125938,8,0,0,40
197988,2,0,0,20
117627,10,0,0,40
83891,9,0,0,40
29702,6,0,0,40
378322,7,0,0,40
119939,9,0,0,40
312767,9,0,0,40
182926,13,15024,0,50
125933,12,7688,0,50
156623,15,7688,0,50
190728,9,0,0,40
107801,9,0,0,40
153869,7,0,0,40
268661,10,0,0,50
195258,9,0,0,40
106151,7,0,0,40
291248,9,0,0,40
160155,10,0,0,40
48280,13,0,0,40
210313,9,0,0,50
329980,13,27828,0,40
140764,11,0,0,15
324654,9,0,0,40
349230,11,0,1848,40
220631,11,0,0,50
236599,13,0,0,45
47310,9,0,0,40
19302,12,0,0,56
136413,4,0,0,48
31161,9,0,0,40
109430,9,0,0,40
296478,10,0,0,40
169071,9,0,0,28
148138,16,15024,0,40
127651,13,0,0,60
538583,7,3674,0,40
32212,9,0,0,43
67125,9,0,0,60
239632,9,0,0,40
108933,5,2885,0,40
81540,9,0,0,40
54595,8,0,0,40
28281,13,0,0,40
191380,15,20051,0,25
100099,9,0,0,40
557349,6,0,0,40
100776,11,0,0,40
194848,9,0,0,40
301654,9,0,0,40
200892,14,0,0,40
273771,14,0,0,45
184655,13,0,0,40
200235,11,0,0,48
106961,9,0,0,40
239755,7,0,0,40
65624,9,0,0,40
239397,6,0,0,40
224361,9,0,0,40
675421,5,594,0,40
143582,4,0,0,48
159670,9,0,0,40
162576,12,0,0,40
213140,14,0,1977,40
31740,11,0,0,55
111363,13,0,0,45
102628,10,0,0,40
64879,10,0,0,40
233882,9,0,2457,40
24106,10,0,0,40
137229,11,0,0,45
142616,9,0,0,30
127772,9,3103,0,44
380560,9,0,0,40
196857,10,0,0,20
216999,9,0,0,40
180299,10,0,0,35
199039,8,594,0,14
48779,13,0,0,40
258406,10,0,0,72
141420,13,0,0,30
190650,13,0,0,40
242651,10,0,0,48
334679,11,0,0,40
